GCF_ID,organism_name,taxid,species_taxid,assembly_level,refseq_category,kingdom,phylum,class,order,family,genus,species
GCF_003609835.1,Sphingopyxis sp. FD7,1914525,1914525.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingopyxidaceae,Sphingopyxis,Sphingopyxis sp. FD7
GCF_030506325.1,Tunicatimonas pelagia,931531,931531.0,Complete Genome,reference genome,,Bacteroidota,Cytophagia,Cytophagales,Catalimonadaceae,Tunicatimonas,Tunicatimonas pelagia
GCF_003019855.1,Plesiomonas shigelloides,703,703.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides
GCF_034132705.1,Klebsiella aerogenes,548,548.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
GCF_009176785.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_007035805.1,Enterobacter asburiae,61645,61645.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae
GCF_037888875.1,Salmonella enterica subsp. enterica serovar Typhimurium,90371,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_005518015.1,Mycobacterium avium subsp. hominissuis,439334,1764.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
GCF_041221755.1,Klebsiella pneumoniae subsp. pneumoniae,72407,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_026559795.1,Bacillus anthracis,1392,1392.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
GCF_047772305.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_045865155.1,Yersinia pseudotuberculosis,633,633.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis
GCF_040931705.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_015767915.1,Streptomyces clavuligerus,1901,1901.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus
GCF_000021305.1,Bacillus cereus G9842,405531,1396.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
GCF_000021785.1,Bacillus cereus AH820,405535,1396.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
GCF_949786305.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_045343945.1,Salmonella enterica subsp. enterica serovar Typhimurium,90371,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_038665115.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_024585845.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000264665.3,Pseudomonas putida ND6,231023,303.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
GCF_002082705.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_013731735.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_025716785.1,Klebsiella variicola,244366,244366.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
GCF_029677405.1,Latilactobacillus sakei,1599,1599.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus sakei
GCF_022221305.1,Bacillus anthracis,1392,1392.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
GCF_034704615.1,Pediococcus acidilactici,1254,1254.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
GCF_044183005.1,Bacillus velezensis,492670,492670.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis
GCF_040801805.1,Streptococcus pluranimalium,82348,82348.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pluranimalium
GCF_003184205.1,Paenibacillus sp. Cedars,1980674,1980674.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. Cedars
GCF_043950275.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_022221145.1,Bacillus anthracis,1392,1392.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
GCF_003312525.2,Escherichia albertii,208962,208962.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii
GCF_031663975.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_001593665.2,Paracidovorax citrulli,80869,80869.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Paracidovorax citrulli
GCF_038380085.1,Salmonella enterica subsp. enterica,59201,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_041154435.1,Variovorax sp. V116,3065953,3065953.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. V116
GCF_020684825.1,Sinorhizobium meliloti,382,382.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti
GCF_001456115.1,Sphingobium baderi,1332080,1332080.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingobiaceae,Sphingobium,Sphingobium baderi
GCF_021166395.1,Escherichia coli O157:H7,83334,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_025559585.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_022213425.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_024799845.1,Bacteroides thetaiotaomicron,818,818.0,Complete Genome,na,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
GCF_013694425.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_047359885.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_013167995.1,Escherichia coli O55:H7,244320,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_016801755.1,Sulfitobacter mediterraneus,83219,83219.0,Complete Genome,reference genome,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter mediterraneus
GCF_050555765.1,Enterococcus sp. MSG3299,2774926,2774926.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. MSG3299
GCF_041941505.1,Salmonella enterica subsp. enterica serovar Infantis,595,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_049354865.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_035752725.1,Serratia sarumanii,3020826,3020826.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sarumanii
GCF_022870685.1,Salmonella enterica,28901,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_046581375.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_025979705.1,Hymenobacter latericus,2987688,2987688.0,Complete Genome,reference genome,,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. YIM 151858-1
GCF_015571535.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_015571775.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_034422775.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_029774235.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_027925805.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_009707405.1,Enterobacter cloacae,550,550.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
GCF_037868635.1,Salmonella enterica subsp. enterica serovar Typhimurium,90371,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_045037675.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_050506725.1,Enterococcus faecalis,1351,1351.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
GCF_016454225.1,Salmonella enterica subsp. enterica serovar Worthington,1160769,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_023611705.1,Neisseria gonorrhoeae,485,485.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
GCF_037280675.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_002947415.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_045037435.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_027571365.1,Pseudomonas aeruginosa,287,287.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_900231165.1,Hartmannibacter diazotrophicus,1482074,1482074.0,Complete Genome,reference genome,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Hartmannibacter,Hartmannibacter diazotrophicus
GCF_017724035.1,Xanthomonas euvesicatoria pv. alfalfae,359387,456327.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas euvesicatoria
GCF_001692575.1,Salmonella enterica subsp. enterica serovar Heidelberg,611,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_019896115.1,Bacteroides thetaiotaomicron,818,818.0,Complete Genome,na,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
GCF_020268605.1,Arsenophonus apicola,2879119,2879119.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus apicola
GCF_013343615.1,Escherichia coli O55:H7,244320,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_028621775.1,Enterococcus faecalis,1351,1351.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
GCF_014357995.1,Burkholderia cenocepacia,95486,95486.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
GCF_013725165.1,Citrobacter freundii,546,546.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
GCF_001953695.1,Salmonella enterica subsp. enterica serovar Saintpaul,90105,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_006442545.2,Mesorhizobium sp. B2-1-8,2589967,2589967.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. B2-1-8
GCF_001900495.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_016629545.1,Thermus thermophilus,274,274.0,Complete Genome,na,,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus
GCF_003948455.2,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_000317065.1,Thalassoporum mexicanum PCC 7367,82654,3457544.0,Complete Genome,reference genome,,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Thalassoporaceae,Thalassoporum,Thalassoporum mexicanum
GCF_003031795.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_044357425.1,Roseomonas mucosa,207340,207340.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Roseomonas,Roseomonas mucosa
GCF_023716725.1,Pseudoalteromonas sp. SCSIO 43201,2822842,2822842.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SCSIO 43201
GCF_045347995.1,Morganella morganii,582,582.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii
GCF_047783075.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_023823975.1,Peribacillus asahii,228899,228899.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii
GCF_014169835.1,Aeromonas veronii,654,654.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii
GCF_047782985.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_019321785.1,Vibrio parahaemolyticus,670,670.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
GCF_041315885.1,Edwardsiella tarda,636,636.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda
GCF_016724865.1,Peribacillus psychrosaccharolyticus,1407,1407.0,Complete Genome,reference genome,,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus psychrosaccharolyticus
GCF_023299525.1,Enterococcus faecalis,1351,1351.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
GCF_030438455.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_046623215.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_036226945.1,Streptomyces anthocyanicus,68174,68174.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces anthocyanicus
GCF_000024865.1,Streptosporangium roseum DSM 43021,479432,2001.0,Complete Genome,reference genome,,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium roseum
GCF_036362965.1,Borrelia turicatae,142,142.0,Complete Genome,na,,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia turicatae
GCF_025962575.1,Clostridium beijerinckii,1520,1520.0,Complete Genome,na,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii
GCF_030271855.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_001922905.2,Cronobacter turicensis,413502,413502.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter turicensis
GCF_016028815.1,Lactococcus lactis,1358,1358.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
GCF_009912195.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_023546785.1,Pseudomonas sp. BYT-5,2944392,2944392.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. BYT-5
GCF_009912755.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_049200805.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_013799825.1,Escherichia fergusonii,564,564.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
GCF_028898885.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_015476195.1,Lacticaseibacillus paracasei subsp. tolerans,113557,1597.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei
GCF_030758895.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_000613085.1,Listeria monocytogenes R479a,1437838,1639.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
GCF_048517015.1,Pediococcus pentosaceus,1255,1255.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
GCF_900638825.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_029961325.1,Pseudomonas aeruginosa,287,287.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_041861805.1,Klebsiella variicola subsp. variicola,2590157,244366.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
GCF_019458485.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_014466985.1,Nitrosophilus labii,2706014,2706014.0,Complete Genome,reference genome,,Campylobacterota,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae,Nitrosophilus,Nitrosophilus labii
