GCF_ID,organism_name,taxid,species_taxid,assembly_level,refseq_category,kingdom,phylum,class,order,family,genus,species
GCF_008370755.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_017751205.1,Brachyspira hyodysenteriae,159,159.0,Complete Genome,na,,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae
GCF_030389235.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000019945.1,Methylorubrum populi BJ001,441620,223967.0,Complete Genome,reference genome,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum populi
GCF_011466835.1,Pseudomonas aeruginosa,287,287.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_011516625.5,Bradyrhizobium sp. 2S1,1404429,1404429.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. 2S1
GCF_001975225.1,Kosakonia cowanii JCM 10956 = DSM 18146,1300165,208223.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii
GCF_041154575.1,Mycobacteroides abscessus subsp. abscessus,1185650,36809.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides abscessus
GCF_028749905.1,Xanthomonas campestris pv. campestris,340,339.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas campestris
GCF_009665415.1,Vibrio cidicii,1763883,1763883.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cidicii
GCF_024735245.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_037076475.1,Chlamydia psittaci,83554,83554.0,Complete Genome,na,,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci
GCF_907163175.1,Salmonella enterica subsp. enterica serovar Typhimurium,90371,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_045935665.1,Staphylococcus epidermidis,1282,1282.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
GCF_036689625.1,Ligilactobacillus saerimneri,228229,228229.0,Complete Genome,reference genome,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus saerimneri
GCF_035184745.2,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_021166095.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_044053125.1,Levilactobacillus parabrevis,357278,357278.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus parabrevis
GCF_021725435.1,Enterobacter sp. JH25,2923088,2923088.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. JH25
GCF_025559685.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_021166415.1,Escherichia coli O157:H7,83334,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_025135955.1,Clostridioides difficile,1496,1496.0,Complete Genome,na,,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
GCF_900622665.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000013565.1,Jannaschia sp. CCS1,290400,290400.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia sp. CCS1
GCF_025559045.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_046119215.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_009909465.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_049354925.1,Citrobacter portucalensis,1639133,1639133.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis
GCF_049393805.1,Streptococcus equinus,1335,1335.0,Complete Genome,reference genome,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus
GCF_047150185.1,Clostridium perfringens A,37763,1502.0,Complete Genome,na,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
GCF_013750595.1,Klebsiella oxytoca,571,571.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
GCF_000021005.1,Cereibacter sphaeroides KD131,557760,1063.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides
GCF_015571635.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_036866435.1,Erwinia aphidicola,68334,68334.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia aphidicola
GCF_015767855.1,Streptomyces clavuligerus,1901,1901.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus
GCF_030062895.1,Ligilactobacillus salivarius,1624,1624.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius
GCF_021135615.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_030127145.1,Halobaculum halobium,3032281,3032281.0,Complete Genome,reference genome,,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobaculum,Halobaculum halobium
GCF_002082645.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_907176815.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_020406815.2,Dickeya oryzae,1240404,1240404.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya oryzae
GCF_024585905.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_038721235.1,Lactococcus lactis,1358,1358.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
GCF_013357345.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_041022035.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_037888935.1,Clavibacter tessellarius,31965,31965.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter tessellarius
GCF_045782605.1,Arsenicicoccus dermatophilus,1076331,1076331.0,Complete Genome,reference genome,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Arsenicicoccus,Arsenicicoccus dermatophilus
GCF_024665675.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_037083885.2,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_003122425.1,Candidatus Fukatsuia symbiotica,1878942,1878942.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Candidatus Fukatsuia,Candidatus Fukatsuia symbiotica
GCF_034331225.1,Klebsiella variicola,244366,244366.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
GCF_029677705.1,Mycoplasma feriruminatoris,1179777,1179777.0,Complete Genome,reference genome,,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma feriruminatoris
GCF_003854935.1,Cupriavidus pauculus,82633,82633.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus
GCF_022221005.1,Bacillus anthracis,1392,1392.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
GCF_043950335.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_000733715.2,Ectopseudomonas mendocina S5.2,1225174,300.0,Complete Genome,reference genome,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Ectopseudomonas,Ectopseudomonas mendocina
GCF_044358305.1,Lactococcus lactis subsp. lactis,1360,1358.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
GCF_044358145.1,Lactococcus cremoris subsp. cremoris HP,1295827,1359.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus cremoris
GCF_022221245.1,Bacillus anthracis,1392,1392.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
GCF_022871045.2,Alysiella crassa,153491,153491.0,Complete Genome,reference genome,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella,Alysiella crassa
GCF_043636885.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_004551645.1,Erwinia sp. QL-Z3,2547962,2547962.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. QL-Z3
GCF_036898125.1,Providencia hangzhouensis,3031799,3031799.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia hangzhouensis
GCF_013791465.1,Citrobacter sp. RHBSTW-00127,2742636,2742636.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. RHBSTW-00127
GCF_024665435.1,Bifidobacterium breve,1685,1685.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
GCF_002877505.2,Vibrio cyclitrophicus,47951,47951.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cyclitrophicus
GCF_041005995.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_001484935.1,Acinetobacter johnsonii XBB1,1242245,40214.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
GCF_016415485.1,Enterococcus faecium,1352,1352.0,Complete Genome,na,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
GCF_037518545.1,Clostridium perfringens,1502,1502.0,Complete Genome,na,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens
GCF_042934525.1,Staphylococcus epidermidis,1282,1282.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
GCF_014076415.1,Comamonas testosteroni,285,285.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni
GCF_002863885.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_045865255.1,Paenibacillus melissococcoides,2912268,2912268.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus melissococcoides
GCF_016904555.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_037717875.1,Campylobacter jejuni,197,197.0,Complete Genome,na,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
GCF_029990355.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_046042655.1,Bacillus licheniformis,1402,1402.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis
GCF_003352085.1,Sulfitobacter sp. SK012,1389005,1389005.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
GCF_012052225.1,Salmonella enterica subsp. enterica serovar Typhimurium,90371,28901.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_022811665.1,Chryseobacterium oryzae,2929799,2929799.0,Complete Genome,reference genome,,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium oryzae
GCF_006974165.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_021233135.1,Bacillus amyloliquefaciens,1390,1390.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens
GCF_027945035.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_040931645.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_000148365.1,Escherichia coli ABU 83972,655817,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_022558785.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_002633865.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_045160945.1,[Kitasatospora] papulosa,1464011,1464011.0,Complete Genome,na,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,[Kitasatospora] papulosa
GCF_016774535.1,Bacillus cereus,1396,1396.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
GCF_016904395.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_050186865.1,Enterobacter hormaechei,158836,158836.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_007182855.1,Thermus thermophilus,274,274.0,Complete Genome,na,,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus
GCF_031826655.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_042764305.1,Acinetobacter pittii,48296,48296.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
GCF_046736215.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_000786695.1,Collimonas arenae,279058,279058.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae
GCF_021654975.1,Bacillus cereus,1396,1396.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
GCF_009676805.1,Acinetobacter towneri,202956,202956.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter towneri
GCF_038367145.1,Shigella sonnei,624,624.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei
GCF_001558995.2,Escherichia coli O157:H7,83334,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_020985285.1,Acinetobacter baumannii,470,470.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCF_014771415.1,Enterobacter hormaechei,158836,158836.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_049951225.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_024204905.1,Staphylococcus epidermidis,1282,1282.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
GCF_019857525.1,Pseudomonas aeruginosa,287,287.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_000196275.1,Deinococcus geothermalis DSM 11300,319795,68909.0,Complete Genome,reference genome,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus geothermalis
GCF_039383305.1,Buchnera aphidicola (Nippolachnus piri),655391,9.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
GCF_022790165.2,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_000832605.1,Bacillus mycoides,1405,1405.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides
GCF_036504765.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_000832445.1,Bacillus anthracis,1392,1392.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
GCF_008274965.1,Azospirillum brasilense,192,192.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense
GCF_049902025.1,Providencia sp. PROV082,2936782,2936782.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia sp. PROV082
GCF_041464105.1,Xanthomonas axonopodis pv. phyllanthi,473414,53413.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas axonopodis
GCF_050500315.1,Klebsiella variicola,244366,244366.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
GCF_001870165.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_019091005.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_045008515.1,Staphylococcus pseudintermedius,283734,283734.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius
GCF_030444575.1,Enterobacter asburiae,61645,61645.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae
GCF_034042675.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_030717525.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_018075245.1,Enterobacter sp. BWH 37,1329836,1329836.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. BWH 37
GCF_033675425.1,Providencia sp. PROV277,2936802,2936802.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia sp. PROV277
GCF_030717765.1,Agrobacterium fabrum,1176649,1176649.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum
GCF_018075005.1,Enterobacter sp. MGH 7,1329816,1329816.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. MGH 7
GCF_029536635.1,Escherichia coli,562,562.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_017723855.1,Xanthomonas citri pv. glycines CFBP 2526,1365648,346.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas citri
GCF_029590315.1,Delftia tsuruhatensis,180282,180282.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia tsuruhatensis
GCF_015290985.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_037890715.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_042259275.1,Roseomonas sp. CCTCC AB2023176,3342640,3342640.0,Complete Genome,na,,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Roseomonas,Roseomonas sp. CCTCC AB2023176
GCF_020041945.1,Vibrio parahaemolyticus,670,670.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
GCF_003130705.1,Rhodococcus oxybenzonivorans,1990687,1990687.0,Complete Genome,reference genome,,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus oxybenzonivorans
GCF_040550165.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_008593565.1,Xanthomonas citri pv. glycines,473421,346.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Xanthomonas,Xanthomonas citri
GCF_004798725.1,Cupriavidus necator H16,381666,106590.0,Complete Genome,na,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator
GCF_004801235.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_018861235.2,Providencia rettgeri,587,587.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia rettgeri
GCF_021869685.1,Enterobacter cloacae complex sp. ECL414,2912628,2912628.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL414
GCF_034477785.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_025579445.1,Klebsiella variicola,244366,244366.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
GCF_022405235.1,Staphylococcus aureus,1280,1280.0,Complete Genome,na,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_018604385.1,Klebsiella pneumoniae,573,573.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
GCF_001921905.1,Clostridium botulinum,1491,1491.0,Complete Genome,na,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum
GCF_001708505.1,Pseudomonas sp. TCU-HL1,1856685,1856685.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TCU-HL1
GCF_001647715.1,Pseudomonas antarctica,219572,219572.0,Complete Genome,na,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas antarctica
